clave,sitio,clvrha,rha,estado,municipio,cuenca,cuerpoagua,tipo,subtipo,periodo,dbo,c_dbo,dqo,c_dqo,sst,c_sst,coli_fec,c_coli_fec,e_coli,c_e_coli,od,c_od,tox_d_48,c_tox_d_48,tox_v_15,c_tox_v_15,semaforo,contaminantes,cumple_dbo,cumple_dqo,cumple_sst,cumple_coli_fec,cumple_e_coli,cumple_enteroc,cumple_od,cumple_tox,grupo
"OCBAL2823","APATLACO ABAJO PTAR CHIPITLAN","IV","BALSAS","MORELOS","CUERNAVACA","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","6.89","Aceptable","36.83","Aceptable","<25","Excelente","24000","Fuertemente contaminada","24000","Fuertemente contaminada","86.300000000000011","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2824","R10G RIO APATLACO DESPUES ARROYO TETLAMA REPRESA","IV","BALSAS","MORELOS","PUENTE DE IXTLA","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","3.3","Buena calidad","28.56","Aceptable","<25","Excelente","11000","Fuertemente contaminada","966.5","Fuertemente contaminada","106.7","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2825","RIO TETLAMA ANTES RIO APATLACO","IV","BALSAS","MORELOS","PUENTE DE IXTLA","RÍO AMACUZAC","RIO TETLAMA","LÓTICO A - TIPO 3","RÍO","2012-2023","<3","Excelente","16.759999999999998","Buena calidad","<25","Excelente","9804","Contaminada","1162","Contaminada","102.2","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2825M1","RIO TETLAMA ANTES RIO APATLACO-M1","IV","BALSAS","MORELOS","PUENTE DE IXTLA","RÍO AMACUZAC","RIO TETLAMA","LÓTICO A - TIPO 3","RÍO","2012-2023","3.5","Buena calidad","16.489999999999998","Buena calidad","32","Buena calidad","17329","Fuertemente contaminada","2603","Fuertemente contaminada","101","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2826","R10E RIO APATLACO DESPUES ARROYO PALO ESCRITO","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","4.9050000000000002","Buena calidad","26.22","Aceptable","<25","Excelente","24000","Fuertemente contaminada","3050","Fuertemente contaminada","76.55","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2827","R10D RIO APATLACO ANTES ARROYO PALO ESCRITO","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","3.4","Buena calidad","20.555","Aceptable","<25","Excelente","24000","Fuertemente contaminada","6372.5","Fuertemente contaminada","91.75","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2827M1","R10D RIO APATLACO ANTES ARROYO PALO ESCRITO M1","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","4.3899999999999997","Buena calidad","29.12","Aceptable","<25","Excelente","24000","Fuertemente contaminada","5515","Fuertemente contaminada","93.300000000000011","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2828","RIO APATLACO-XOCHITEPEC","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","4.58","Buena calidad","24.59","Aceptable","<25","Excelente","24000","Fuertemente contaminada","11000","Fuertemente contaminada","97.8","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2829","R9B RIO APATLACO DESPUES DE LA CASCADA REAL DEL PUENTE","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","4.6999999999999993","Buena calidad","30.945","Aceptable","<25","Excelente","24000","Fuertemente contaminada","24000","Fuertemente contaminada","102.8","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2830","R9 RIO APATLACO  ANTES  DE LA CASCADA  REAL  DEL PUENTE","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","5.2","Buena calidad","32.699999999999996","Aceptable","<25","Excelente","24000","Fuertemente contaminada","4","Fuertemente contaminada","92.75","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL2830M1","R9 RIO APATLACO  ANTES  DE LA CASCADA  REAL  DEL PUENTE","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","5.0999999999999996","Buena calidad","31.97","Aceptable","<25","Excelente","24196","Fuertemente contaminada","24196","Fuertemente contaminada","91.949999999999989","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2831","R8C RIO APATLACO DESPUES ARROYO PANOCHERAS","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","5.0999999999999996","Buena calidad","26.950000000000003","Aceptable","<25","Excelente","17500","Fuertemente contaminada","13","Fuertemente contaminada","92.555000000000007","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL2831M1","ARROYO PANOCHERAS AGUAS ARRIBA RIO APATLACO","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","ARROYO PANOCHERAS","LÓTICO A - TIPO 3","RÍO","2012-2023","10.25","Aceptable","66.064999999999998","Contaminada","<25","Excelente","24196","Fuertemente contaminada","24196","Fuertemente contaminada","80.599999999999994","Excelente","4.01","Toxicidad moderada","1.837","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2832","R8B RIO APATLACO ANTES ARROYO PANOCHERAS","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","4.6099999999999994","Buena calidad","23.86","Aceptable","<25","Excelente","24000","Fuertemente contaminada","11000","Fuertemente contaminada","91.8","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2832M1","RIO APATLACO ANTES ARROYO PANOCHERAS","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","6.25","Aceptable","30.574999999999999","Aceptable","<25","Excelente","24098","Fuertemente contaminada","11000","Fuertemente contaminada","89.8","Excelente","<1","No Toxico","1.58","Toxicidad moderada","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2834","BARRANCA GACHUPINA ABAJO PTAR GACHUPINA","IV","BALSAS","MORELOS","JIUTEPEC","RÍO AMACUZAC","ARROYO GACHUPINA","LÓTICO","ARROYO","2012-2023","9.15","Aceptable","40.56","Contaminada","<25","Excelente","24000","Fuertemente contaminada","225","Fuertemente contaminada","75.199999999999989","Excelente","1.0498687664041995","Toxicidad baja","<1","No Toxico","Rojo","DQO,CF,","","","","","","","","","LOTICO"
"OCBAL2841","TEMBEMBE","IV","BALSAS","MORELOS","PUENTE DE IXTLA","RÍO AMACUZAC","RIO TEMBEMBE","LÓTICO","RÍO","2012-2023","<3","Excelente","17.66","Buena calidad","<25","Excelente","5197","Contaminada","280","Contaminada","90.45","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL2842","CHALMA","IV","BALSAS","MORELOS","PUENTE DE IXTLA","RÍO AMACUZAC","RIO CHALMA","LÓTICO","RÍO","2012-2023","<3","Excelente","13.739999999999998","Buena calidad","<25","Excelente","4600","Contaminada","210","Contaminada","93.9","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL2843","CHALMA-TEMBEMBE (EL COCO)","IV","BALSAS","MORELOS","PUENTE DE IXTLA","RÍO AMACUZAC","RIO CHALMA","LÓTICO","RÍO","2012-2023","3.2","Buena calidad","19.14","Buena calidad","25","Excelente","24000","Fuertemente contaminada","1415","Fuertemente contaminada","81.849999999999994","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2844","BARRANCA PUENTE BLANCO ABAJO PTAR","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO SALADO","LÓTICO A - TIPO 3","RÍO","2012-2023","5.25","Buena calidad","20.83","Aceptable","<25","Excelente","24000","Fuertemente contaminada","18596","Fuertemente contaminada","60.9","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2844M1","BARRANCA PUENTE BLANCO ABAJO PTAR M1","IV","BALSAS","MORELOS","XOCHITEPEC","RÍO AMACUZAC","RIO SALADO","LÓTICO A - TIPO 3","RÍO","2012-2023","7.6499999999999995","Aceptable","41.78","Contaminada","41","Buena calidad","24000","Fuertemente contaminada","5507.5","Fuertemente contaminada","64.7","Buena calidad","<1","No Toxico","3.44","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2845","PUENTE LA FUNDICION","IV","BALSAS","MORELOS","JOJUTLA","RÍO AMACUZAC","RIO AMACUZAC","LÓTICO","RÍO","2012-2023","<3","Excelente","30.15","Aceptable","38.335000000000001","Buena calidad","17329","Fuertemente contaminada","1500","Fuertemente contaminada","81.150000000000006","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2846","AMACUZAC","IV","BALSAS","MORELOS","TLAQUILTENANGO","RÍO AMACUZAC","RIO AMACUZAC","LÓTICO","RÍO","2012-2023","<3","Excelente","30.1","Aceptable","64","Buena calidad","11000","Fuertemente contaminada","443","Fuertemente contaminada","96.75","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL2847","RIO CHALMA - TETECALA","IV","BALSAS","MORELOS","TETECALA","RÍO AMACUZAC","RIO CHALMA","LÓTICO","RÍO","2012-2023","<3","Excelente","20.54","Aceptable","<25","Excelente","4742","Contaminada","750","Contaminada","101.4","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL2848","TEMBEMBE - MAZATEPEC","IV","BALSAS","MORELOS","PUENTE DE IXTLA","RÍO AMACUZAC","RIO TEMBEMBE","LÓTICO","RÍO","2012-2023","<3","Excelente","22.43","Aceptable","<25","Excelente","3448","Contaminada","315","Contaminada","100.6","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL2851","APATLACO ARRIBA PTAR CHIPITLAN","IV","BALSAS","MORELOS","CUERNAVACA","RÍO AMACUZAC","RIO APATLACO","LÓTICO A - TIPO 3","RÍO","2012-2023","5.6","Buena calidad","34.125","Aceptable","<25","Excelente","24000","Fuertemente contaminada","24000","Fuertemente contaminada","86.15","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2853","RIO CHALMA COATLAN DEL RIO","IV","BALSAS","MORELOS","COATLÁN DEL RÍO","RÍO AMACUZAC","RIO CHALMA","LÓTICO","RÍO","2012-2023","<3","Excelente","16.88","Buena calidad","<25","Excelente","24000","Fuertemente contaminada","4600","Fuertemente contaminada","109.3","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2856","RIO TLAXIACO ABAJO PTAR","IV","BALSAS","OAXACA","HEROICA CIUDAD DE TLAXIACO","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","27.85","Aceptable","86.27000000000001","Contaminada","40.799999999999997","Buena calidad","24000","Fuertemente contaminada","4600","Fuertemente contaminada","31","Aceptable","3.16","Toxicidad moderada","10.8","Toxicidad alta","Rojo","DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCBAL2859","RIO SALADO-TEZOATLAN","IV","BALSAS","OAXACA","HEROICA VILLA TEZOATLÁN DE SEGURA Y LUNA, CUNA DE LA INDEPENDENCIA DE OAXACA","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","<3","Excelente","24.439999999999998","Aceptable","88","Aceptable","1515","Contaminada","255","Contaminada","62.15","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL2865","RIO MIXTECO (ABAJO PTAR)","IV","BALSAS","OAXACA","HEROICA CIUDAD DE HUAJUAPAN DE LEÓN","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","20.164999999999999","Aceptable","89.93","Contaminada","36","Buena calidad","24000","Fuertemente contaminada","4600","Fuertemente contaminada","48.2","Aceptable","1.26790921770001","Toxicidad baja","1.81","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2867","RIO COYCOYAN-CALIHUALA","IV","BALSAS","OAXACA","CALIHUALÁ","RÍO TLAPANECO","RIO COYCOYAN","LÓTICO","RÍO","2012-2023","<3","Excelente","32.08","Aceptable","282.43","Contaminada","11000","Fuertemente contaminada","2400","Fuertemente contaminada","62.2","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","SST,CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2869","RIO MIXTECO SAN FRANCISCO PAXTLAHUACA","IV","BALSAS","OAXACA","SAN AGUSTÍN ATENANGO","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","<3","Excelente","36.96","Aceptable","104.5","Aceptable","3500","Contaminada","1800","Contaminada","62.9","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2870","RIO MIXTECO ABAJO PTAR TAMAZULAPAN","IV","BALSAS","OAXACA","VILLA DE TAMAZULÁPAM DEL PROGRESO","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","3.5529999999999999","Buena calidad","30.565000000000001","Aceptable","<25","Excelente","590","Aceptable","205","Aceptable","45","Aceptable","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCBAL2874","RIO MIXTECO HUAJOLOTITLAN","IV","BALSAS","OAXACA","SANTIAGO HUAJOLOTITLÁN","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","<3","Excelente","22.768000000000001","Aceptable","<25","Excelente","1800","Contaminada","930","Contaminada","57","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL2876","RIO MIXTECO - MARISCALA DE JUAREZ","IV","BALSAS","OAXACA","MARISCALA DE JUÁREZ","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","<3","Excelente","39.24","Aceptable","138.26999999999998","Aceptable","1950","Contaminada","430","Contaminada","60.5","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL5546","ENTRADA PLANTA POTABILIZADORA SAPAHUA","IV","BALSAS","OAXACA","SAN MARCOS ARTEAGA","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","<3","Excelente","32.19","Aceptable","<25","Excelente","1500","Contaminada","430","Contaminada","62.3","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCBAL5547","SALIDA PLANTA POTABILIZADORA SAPAHUA","IV","BALSAS","OAXACA","SAN MARCOS ARTEAGA","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","<3","Excelente","24.32","Aceptable","<25","Excelente","<3","Excelente","<3","Excelente","62.6","Buena calidad","8.76","Toxicidad alta","1.25","Toxicidad baja","Rojo","TOX_L,","","","","","","","","","LOTICO"
"OCBAL5548","AGUAS ARRIBA DE LA DESCARGA DEL RASTRO","IV","BALSAS","OAXACA","SAN MARCOS ARTEAGA","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","<3","Excelente","23.03","Aceptable","<25","Excelente","4600","Contaminada","2400","Contaminada","57","Buena calidad","<1","No Toxico","<1","No Toxico","Amarillo","CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL5549","AGUAS DEBAJO DE LA DESCARGA DE LA PTAR.","IV","BALSAS","OAXACA","SAN MARCOS ARTEAGA","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","19.100000000000001","Aceptable","97.86","Contaminada","54","Buena calidad","24000","Fuertemente contaminada","24000","Fuertemente contaminada","40.5","Aceptable","3.78","Toxicidad moderada","3.7669999999999999","Toxicidad moderada","Rojo","DQO,CF,E_COLI,","","","","","","","","","LOTICO"
"OCBAL5550","PTAR. SAPAHUA  ENTRADA","IV","BALSAS","OAXACA","SAN MARCOS ARTEAGA","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","250","Fuertemente contaminada","605.32000000000005","Fuertemente contaminada","271.43","Contaminada","24000","Fuertemente contaminada","24000","Fuertemente contaminada","<10","Fuertemente contaminada","5.49","Toxicidad alta","16.103000000000002","Toxicidad alta","Rojo","DBO,DQO,SST,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
"OCBAL5551","PTAR. SAPAHUA  SALIDA","IV","BALSAS","OAXACA","SAN MARCOS ARTEAGA","RÍO MIXTECO","RIO MIXTECO","LÓTICO","RÍO","2012-2023","53.33","Contaminada","224.87","Fuertemente contaminada","53","Buena calidad","24000","Fuertemente contaminada","2400","Fuertemente contaminada","31.8","Aceptable","5.56","Toxicidad alta","7.1580000000000004","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCCCN5211M1","SARDINAS","VII","CUENCAS CENTRALES DEL NORTE","DURANGO","SAN BERNARDO","PRESA LÁZARO CÁRDENAS","RIO SEXTIN O DEL ORO","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","14.7744","Buena calidad","<25","Excelente","1152","Contaminada","57.5","Contaminada","101.35","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCCCN5215M1","EL PALMITO","VII","CUENCAS CENTRALES DEL NORTE","DURANGO","INDÉ","AGUSTÍN MELGAR","RIO NAZAS","LÓTICO","RÍO","2012-2023","<3","Excelente","11.76","Buena calidad","<25","Excelente","584.5","Aceptable","<3","Aceptable","103.9","Excelente","1.57","Toxicidad moderada","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCCCN5216M1","RODEO","VII","CUENCAS CENTRALES DEL NORTE","DURANGO","RODEO","AGUSTÍN MELGAR","RIO NAZAS","LÓTICO","RÍO","2012-2023","<3","Excelente","13.9968","Buena calidad","<25","Excelente","880.5","Aceptable","36","Aceptable","101.44999999999999","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCCCN5223M1","AGUSTIN MELGAR","VII","CUENCAS CENTRALES DEL NORTE","DURANGO","NAZAS","PRESA FRANCISCO ZARCO","RIO NAZAS","LÓTICO","RÍO","2012-2023","<3","Excelente","13.68","Buena calidad","38","Buena calidad","1908","Contaminada","31","Contaminada","99.05","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCCCN5235M1","PARQUE ESTATAL CAÑON DE FERNANDEZ 1","VII","CUENCAS CENTRALES DEL NORTE","DURANGO","LERDO","LOS ÁNGELES","RIO NAZAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","12.6","Buena calidad","<25","Excelente","921","Aceptable","5.75","Aceptable","102.35","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCCCN5236M1","PARQUE ESTATAL CAÑON DE FERNANDEZ 3","VII","CUENCAS CENTRALES DEL NORTE","DURANGO","LERDO","LOS ÁNGELES","RIO NAZAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","12.54","Buena calidad","<25","Excelente","780.5","Aceptable","15","Aceptable","97.325000000000003","Excelente","<1","No Toxico","<1","No Toxico","Verde","","","","","","","","","","LOTICO"
"OCCCN5237M1","PARQUE ESTATAL CAÑON DE FERNANDEZ 2","VII","CUENCAS CENTRALES DEL NORTE","DURANGO","LERDO","LOS ÁNGELES","RIO NAZAS","LÓTICO (HUMEDAL)","RÍO","2012-2023","<3","Excelente","13.38","Buena calidad","<25","Excelente","1224","Contaminada","20","Contaminada","101.9","Excelente","<1","No Toxico","<1","No Toxico","Amarillo","CF,","","","","","","","","","LOTICO"
"OCCCN5243M1","PTAR LERDO","VII","CUENCAS CENTRALES DEL NORTE","DURANGO","LERDO","CANAL SANTA ROSA","ACUÍFERO PRINCIPAL REGION-LAGUNERA","LÓTICO","DESCARGA MUNICIPAL","2012-2023","<3","Excelente","17.28","Buena calidad","<25","Excelente","15","Excelente","<3","Excelente","79.099999999999994","Excelente","57.9","Toxicidad alta","13.16","Toxicidad alta","Rojo","TOX_L,","","","","","","","","","LOTICO"
"OCCCN5252M1","PTAR NORTE DE GOMEZ PALACIO","VII","CUENCAS CENTRALES DEL NORTE","DURANGO","GÓMEZ PALACIO","CANAL SANTA ROSA","ACUÍFERO PRINCIPAL REGION-LAGUNERA","LÓTICO","DESCARGA MUNICIPAL","2012-2023","39.869999999999997","Contaminada","152.18","Contaminada","48.284999999999997","Buena calidad","24196","Fuertemente contaminada","111.5","Fuertemente contaminada","59.2","Buena calidad","1.387","Toxicidad moderada","2.1459999999999999","Toxicidad moderada","Rojo","DBO,DQO,CF,","","","","","","","","","LOTICO"
"OCCCN5261M1","PTAR ORIENTE DE GOMEZ PALACIO","VII","CUENCAS CENTRALES DEL NORTE","DURANGO","GÓMEZ PALACIO","CANAL SANTA ROSA","ACUÍFERO PRINCIPAL REGION-LAGUNERA","LÓTICO","DESCARGA MUNICIPAL","2012-2023","119.94","Contaminada","263.82","Fuertemente contaminada","75","Buena calidad","24196","Fuertemente contaminada","24196","Fuertemente contaminada","30.1","Aceptable","2.82","Toxicidad moderada","36.1","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,TOX_L,","","","","","","","","","LOTICO"
"OCCCN5274M1","PTAR TORREON","VII","CUENCAS CENTRALES DEL NORTE","COAHUILA DE ZARAGOZA","TORREÓN","CANAL SANTA ROSA","ACUÍFERO PRINCIPAL REGION-LAGUNERA","LÓTICO","DESCARGA MUNICIPAL","2012-2023","72.69","Contaminada","222.11","Fuertemente contaminada","85","Aceptable","24196","Fuertemente contaminada","12033","Fuertemente contaminada","21.2","Contaminada","2.79","Toxicidad moderada","18.05","Toxicidad alta","Rojo","DBO,DQO,CF,E_COLI,OD%L,TOX_L,","","","","","","","","","LOTICO"
